,direct_radiation (W/m²),diffuse_radiation (W/m²),Hora,Data,Normal (kWh),Horario Economico (kWh),Autoconsumo (kWh),Injecao na rede (kWh)_code,temp,humidity,wind_speed,rain_1h,clouds_all
9856,4.0,44.0,16,2022-11-13,0.431,0.0,0.001,0,18.45,76,5.06,1.42,99
9857,0.0,16.0,17,2022-11-13,0.402,0.0,0.0,0,17.33,84,4.45,2.18,100
9858,0.0,0.0,18,2022-11-13,0.373,0.0,0.0,0,16.22,91,3.98,2.04,100
9859,0.0,0.0,19,2022-11-13,0.4,0.0,0.0,0,15.16,91,3.47,2.8,100
9860,0.0,0.0,20,2022-11-13,0.352,0.0,0.0,0,15.75,93,3.21,2.6,99
9861,0.0,0.0,21,2022-11-13,0.346,0.0,0.0,0,16.22,93,2.27,0.94,99
9862,0.0,0.0,22,2022-11-13,0.0,0.34,0.0,0,15.13,91,2.49,0.53,99
9863,0.0,0.0,23,2022-11-13,0.0,0.335,0.0,0,14.6,93,2.84,0.32,94
9864,0.0,0.0,0,2022-11-14,0.0,0.348,0.0,0,14.04,94,3.01,0.17,94
9865,0.0,0.0,1,2022-11-14,0.0,0.296,0.0,0,13.49,94,2.04,0.16,99
9866,0.0,0.0,2,2022-11-14,0.0,0.296,0.0,0,13.52,95,1.43,0.0,100
9867,0.0,0.0,3,2022-11-14,0.0,0.291,0.0,0,13.0,95,1.24,0.0,99
9868,0.0,0.0,4,2022-11-14,0.0,0.291,0.0,0,12.92,95,0.3,0.0,99
9869,0.0,0.0,5,2022-11-14,0.0,0.291,0.0,0,12.92,94,1.28,0.0,100
9870,0.0,0.0,6,2022-11-14,0.0,0.3,0.0,0,12.39,95,1.37,0.0,99
9871,0.0,0.0,7,2022-11-14,0.0,0.825,0.016,0,12.66,95,1.63,0.0,100
9872,0.0,11.0,8,2022-11-14,0.243,0.0,0.145,0,12.4,94,1.94,0.0,100
9873,45.0,72.0,9,2022-11-14,0.118,0.0,0.254,2,13.43,95,2.0,0.0,100
9874,130.0,104.0,10,2022-11-14,0.0,0.0,0.344,2,14.04,93,2.31,0.0,99
9875,70.0,164.0,11,2022-11-14,0.017,0.0,0.353,2,14.66,93,2.83,0.24,98
9876,137.0,165.0,12,2022-11-14,0.096,0.0,0.295,1,15.68,87,3.78,0.26,99
9877,134.0,188.0,13,2022-11-14,0.066,0.0,0.217,2,16.22,81,4.1,0.33,100
9878,46.0,173.0,14,2022-11-14,0.026,0.0,0.241,1,15.27,88,4.07,0.15,100
9879,69.0,139.0,15,2022-11-14,0.18,0.0,0.108,0,16.29,81,4.06,0.12,100
9880,20.0,100.0,16,2022-11-14,0.247,0.0,0.026,0,16.26,81,3.85,0.0,100
9881,1.0,33.0,17,2022-11-14,0.358,0.0,0.0,0,15.2,84,3.82,0.0,100
9882,0.0,0.0,18,2022-11-14,0.381,0.0,0.0,0,15.19,86,4.14,0.13,100
9883,0.0,0.0,19,2022-11-14,0.342,0.0,0.0,0,14.67,89,4.29,0.28,100
9884,0.0,0.0,20,2022-11-14,0.288,0.0,0.0,0,15.15,88,4.16,0.32,100
9885,0.0,0.0,21,2022-11-14,0.375,0.0,0.0,0,15.17,89,4.49,0.34,98
9886,0.0,0.0,22,2022-11-14,0.0,0.332,0.0,0,15.17,89,4.78,0.4,99
9887,0.0,0.0,23,2022-11-14,0.0,0.446,0.0,0,15.16,90,5.32,0.43,95
9888,0.0,0.0,0,2022-11-15,0.0,0.338,0.0,0,15.16,90,5.94,0.38,99
9889,0.0,0.0,1,2022-11-15,0.0,0.337,0.0,0,15.16,91,6.35,0.48,99
9890,0.0,0.0,2,2022-11-15,0.0,0.284,0.0,0,15.18,91,6.69,1.06,100
9891,0.0,0.0,3,2022-11-15,0.0,0.258,0.0,0,15.15,90,7.26,1.31,100
9892,0.0,0.0,4,2022-11-15,0.0,0.254,0.0,0,15.15,92,7.27,1.72,100
9893,0.0,0.0,5,2022-11-15,0.0,0.254,0.0,0,15.15,92,7.74,4.57,100
9894,0.0,0.0,6,2022-11-15,0.0,0.243,0.0,0,15.67,93,7.59,6.75,100
9895,0.0,0.0,7,2022-11-15,0.0,0.338,0.0,0,15.67,94,5.86,6.74,100
9896,0.0,1.0,8,2022-11-15,0.354,0.0,0.015,0,16.25,94,4.59,6.72,95
9897,0.0,18.0,9,2022-11-15,0.153,0.0,0.099,0,15.17,94,3.82,2.53,89
9898,0.0,47.0,10,2022-11-15,0.119,0.0,0.16,0,14.36,94,3.69,0.29,98
9899,102.0,101.0,11,2022-11-15,0.0,0.0,0.334,3,14.1,95,3.91,0.0,94
9900,297.0,120.0,12,2022-11-15,0.188,0.0,0.248,2,14.14,95,4.17,0.17,87
9901,217.0,162.0,13,2022-11-15,0.004,0.0,0.278,2,14.92,94,4.77,0.13,93
9902,100.0,174.0,14,2022-11-15,0.043,0.0,0.21,2,15.25,92,4.99,0.21,96
9903,21.0,149.0,15,2022-11-15,0.173,0.0,0.086,0,15.75,87,3.44,0.0,100
9904,15.0,110.0,16,2022-11-15,0.229,0.0,0.026,0,15.18,89,3.22,0.0,100
9905,0.0,36.0,17,2022-11-15,0.255,0.0,0.0,0,14.19,90,2.44,0.0,100
9906,0.0,0.0,18,2022-11-15,1.259,0.0,0.0,0,13.66,93,2.23,0.0,100
9907,0.0,0.0,19,2022-11-15,1.787,0.0,0.0,0,13.64,94,2.28,0.0,100
9908,0.0,0.0,20,2022-11-15,0.628,0.0,0.0,0,13.63,94,2.42,0.11,100
9909,0.0,0.0,21,2022-11-15,0.493,0.0,0.0,0,13.64,94,2.72,0.0,100
9910,0.0,0.0,22,2022-11-15,0.0,0.538,0.0,0,13.57,94,3.12,0.0,100
9911,0.0,0.0,23,2022-11-15,0.0,0.589,0.0,0,13.11,94,3.38,0.21,100
9912,0.0,0.0,0,2022-11-16,0.0,0.358,0.0,0,13.61,95,3.05,0.32,100
9913,0.0,0.0,1,2022-11-16,0.0,0.256,0.0,0,13.52,94,3.8,0.22,100
9914,0.0,0.0,2,2022-11-16,0.0,0.259,0.0,0,12.99,95,3.92,0.19,97
9915,0.0,0.0,3,2022-11-16,0.0,0.254,0.0,0,13.32,95,4.16,0.28,100
9916,0.0,0.0,4,2022-11-16,0.0,0.26,0.0,0,13.51,95,4.26,0.42,100
9917,0.0,0.0,5,2022-11-16,0.0,0.286,0.0,0,13.57,95,4.06,0.44,100
9918,0.0,0.0,6,2022-11-16,0.0,0.257,0.0,0,13.5,95,3.83,0.63,100
9919,0.0,0.0,7,2022-11-16,0.0,0.724,0.0,0,13.5,95,4.22,0.83,100
9920,0.0,2.0,8,2022-11-16,0.318,0.0,0.002,0,14.07,95,4.92,1.66,100
9921,0.0,14.0,9,2022-11-16,0.245,0.0,0.007,0,14.07,95,5.42,2.2,100
9922,0.0,34.0,10,2022-11-16,0.208,0.0,0.042,0,14.31,95,5.49,2.89,100
9923,0.0,33.0,11,2022-11-16,0.307,0.0,0.049,0,15.16,95,6.23,2.73,100
9924,0.0,39.0,12,2022-11-16,0.433,0.0,0.097,0,15.66,95,6.87,2.27,100
9925,0.0,30.0,13,2022-11-16,1.061,0.0,0.089,0,15.99,95,6.68,1.59,100
9926,0.0,27.0,14,2022-11-16,0.484,0.0,0.054,0,16.26,95,6.35,0.85,100
9927,0.0,28.0,15,2022-11-16,0.301,0.0,0.019,0,16.78,95,6.22,0.8,100
9928,0.0,17.0,16,2022-11-16,0.251,0.0,0.0,0,16.78,95,6.09,0.72,100
9929,0.0,7.0,17,2022-11-16,0.371,0.0,0.0,0,16.27,95,5.86,1.07,100
9930,0.0,0.0,18,2022-11-16,0.455,0.0,0.0,0,16.27,95,5.38,0.86,100
9931,0.0,0.0,19,2022-11-16,0.535,0.0,0.0,0,16.79,95,5.49,0.8,100
9932,0.0,0.0,20,2022-11-16,0.741,0.0,0.0,0,16.81,95,6.16,1.24,100
9933,0.0,0.0,21,2022-11-16,0.695,0.0,0.0,0,17.31,95,5.93,0.92,100
9934,0.0,0.0,22,2022-11-16,0.0,0.653,0.0,0,17.31,95,5.06,0.87,100
9935,0.0,0.0,23,2022-11-16,0.0,0.68,0.0,0,16.28,95,3.72,0.52,99
9936,0.0,0.0,0,2022-11-17,0.0,0.708,0.0,0,16.28,96,2.84,0.39,97
9937,0.0,0.0,1,2022-11-17,0.0,0.5,0.0,0,16.28,96,1.78,0.67,97
9938,0.0,0.0,2,2022-11-17,0.0,0.417,0.0,0,16.24,95,1.38,1.25,99
9939,0.0,0.0,3,2022-11-17,0.0,0.412,0.0,0,15.7,95,2.05,1.72,100
9940,0.0,0.0,4,2022-11-17,0.0,0.414,0.0,0,15.11,95,2.4,0.54,98
9941,0.0,0.0,5,2022-11-17,0.0,0.411,0.0,0,14.59,96,2.47,0.0,71
9942,0.0,0.0,6,2022-11-17,0.0,0.403,0.0,0,14.59,96,2.25,0.0,49
9943,0.0,0.0,7,2022-11-17,0.0,0.978,0.0,0,14.07,96,2.58,0.0,50
9944,4.0,7.0,8,2022-11-17,0.481,0.0,0.051,0,14.64,96,2.92,0.12,65
9945,55.0,50.0,9,2022-11-17,0.128,0.0,0.172,1,14.64,96,4.31,0.51,56
9946,41.0,71.0,10,2022-11-17,0.594,0.0,0.18,0,14.61,96,4.55,0.31,50
9947,0.0,107.0,11,2022-11-17,0.694,0.0,0.214,1,14.71,96,5.04,0.39,53
9948,123.0,123.0,12,2022-11-17,0.012,0.0,0.239,2,13.94,96,5.29,0.57,70
9949,125.0,157.0,13,2022-11-17,0.0,0.0,0.253,3,14.26,95,5.07,0.12,48
9950,43.0,124.0,14,2022-11-17,0.036,0.0,0.214,2,15.69,87,4.87,0.21,72
9951,92.0,96.0,15,2022-11-17,0.143,0.0,0.113,0,15.81,81,4.53,0.37,66
9952,22.0,49.0,16,2022-11-17,0.235,0.0,0.021,0,14.4,90,4.19,0.24,76
9953,15.0,26.0,17,2022-11-17,0.289,0.0,0.0,0,13.59,93,3.11,0.16,77
9954,0.0,0.0,18,2022-11-17,0.372,0.0,0.0,0,13.57,94,2.89,0.18,96
9955,0.0,0.0,19,2022-11-17,1.295,0.0,0.0,0,13.02,94,2.48,0.4,98
9956,0.0,0.0,20,2022-11-17,0.454,0.0,0.0,0,13.0,94,2.05,0.17,73
9957,0.0,0.0,21,2022-11-17,0.394,0.0,0.0,0,12.53,94,2.01,0.14,64
9958,0.0,0.0,22,2022-11-17,0.0,0.363,0.0,0,12.47,95,1.19,0.0,78
9959,0.0,0.0,23,2022-11-17,0.0,0.432,0.0,0,11.94,94,1.25,0.0,80
9960,0.0,0.0,0,2022-11-18,0.0,0.304,0.0,0,11.92,95,1.49,0.0,68
9961,0.0,0.0,1,2022-11-18,0.0,0.263,0.0,0,11.79,95,1.1,0.0,56
9962,0.0,0.0,2,2022-11-18,0.0,0.255,0.0,0,11.8,95,1.26,0.15,44
9963,0.0,0.0,3,2022-11-18,0.0,0.256,0.0,0,10.75,95,1.75,0.0,54
9964,0.0,0.0,4,2022-11-18,0.0,0.252,0.0,0,11.23,95,1.58,0.0,53
9965,0.0,0.0,5,2022-11-18,0.0,0.251,0.0,0,10.64,95,1.04,0.0,60
9966,0.0,0.0,6,2022-11-18,0.0,0.251,0.0,0,9.61,95,0.59,0.0,63
9967,0.0,0.0,7,2022-11-18,0.0,1.258,0.003,0,9.0,95,0.82,0.34,57
9968,2.0,7.0,8,2022-11-18,0.094,0.0,0.215,2,9.01,95,1.08,0.0,60
9969,44.0,45.0,9,2022-11-18,0.0,0.0,0.25,2,10.24,95,0.8,0.0,54
9970,143.0,79.0,10,2022-11-18,0.024,0.0,0.223,2,10.84,91,1.16,0.0,46
9971,163.0,106.0,11,2022-11-18,0.0,0.0,0.256,3,11.33,91,1.62,0.0,23
9972,335.0,85.0,12,2022-11-18,0.0,0.0,0.258,3,12.47,84,2.87,0.0,30
9973,283.0,109.0,13,2022-11-18,0.023,0.0,0.24,2,12.9,82,3.46,0.18,52
9974,205.0,103.0,14,2022-11-18,0.049,0.0,0.273,2,12.4,87,4.7,0.34,69
9975,187.0,79.0,15,2022-11-18,0.141,0.0,0.147,0,11.37,90,4.54,0.14,94
9976,100.0,62.0,16,2022-11-18,0.244,0.0,0.04,0,11.37,89,5.0,0.17,85
9977,29.0,24.0,17,2022-11-18,0.29,0.0,0.0,0,10.84,91,4.03,0.0,93
9978,0.0,0.0,18,2022-11-18,0.418,0.0,0.0,0,10.22,91,3.09,0.0,36
9979,0.0,0.0,19,2022-11-18,1.601,0.0,0.0,0,10.11,90,2.7,0.0,27
9980,0.0,0.0,20,2022-11-18,0.537,0.0,0.0,0,9.62,91,2.62,0.0,40
9981,0.0,0.0,21,2022-11-18,0.645,0.0,0.0,0,9.64,91,2.3,0.12,45
9982,0.0,0.0,22,2022-11-18,0.0,0.544,0.0,0,9.64,91,1.98,0.14,87
9983,0.0,0.0,23,2022-11-18,0.0,0.564,0.0,0,9.37,92,2.33,0.19,72
9984,0.0,0.0,0,2022-11-19,0.0,0.602,0.0,0,9.37,93,2.76,0.17,90
9985,0.0,0.0,1,2022-11-19,0.0,0.643,0.0,0,9.07,94,2.32,0.11,88
9986,0.0,0.0,2,2022-11-19,0.0,0.355,0.0,0,9.61,92,3.06,0.11,72
9987,0.0,0.0,3,2022-11-19,0.0,0.339,0.0,0,9.61,91,2.83,0.0,54
9988,0.0,0.0,4,2022-11-19,0.0,0.358,0.0,0,9.1,92,2.38,0.0,43
9989,0.0,0.0,5,2022-11-19,0.0,0.411,0.0,0,9.05,93,1.46,0.0,39
9990,0.0,0.0,6,2022-11-19,0.0,0.353,0.0,0,9.04,93,1.34,0.0,38
9991,0.0,0.0,7,2022-11-19,0.0,0.35,0.0,0,8.5,94,1.14,0.0,79
9992,3.0,5.0,8,2022-11-19,0.313,0.0,0.029,0,9.01,94,0.75,0.0,100
9993,54.0,43.0,9,2022-11-19,0.226,0.0,0.137,0,9.33,94,0.7,0.0,64
9994,138.0,71.0,10,2022-11-19,0.116,0.0,0.293,0,10.71,94,0.49,0.0,97
9995,70.0,120.0,11,2022-11-19,0.767,0.0,0.394,2,11.51,91,0.92,0.0,99
9996,88.0,179.0,12,2022-11-19,0.943,0.0,0.276,0,12.91,82,1.38,0.0,100
9997,1.0,77.0,13,2022-11-19,0.22,0.0,0.113,0,12.93,82,1.17,0.15,100
9998,0.0,36.0,14,2022-11-19,0.348,0.0,0.042,0,12.34,86,1.53,0.21,100
9999,0.0,44.0,15,2022-11-19,0.61,0.0,0.038,0,11.31,93,0.83,0.46,100
10000,0.0,29.0,16,2022-11-19,0.291,0.0,0.015,0,11.31,94,0.97,0.58,98
10001,0.0,22.0,17,2022-11-19,0.321,0.0,0.0,0,11.3,94,1.19,0.46,98
10002,0.0,0.0,18,2022-11-19,0.321,0.0,0.0,0,11.3,95,1.18,0.22,100
10003,0.0,0.0,19,2022-11-19,0.328,0.0,0.0,0,11.3,95,0.97,0.28,100
10004,0.0,0.0,20,2022-11-19,0.455,0.0,0.0,0,11.3,95,0.88,0.0,100
10005,0.0,0.0,21,2022-11-19,0.391,0.0,0.0,0,11.3,95,0.76,0.0,100
10006,0.0,0.0,22,2022-11-19,0.0,0.322,0.0,0,11.79,95,1.3,0.0,100
10007,0.0,0.0,23,2022-11-19,0.0,0.304,0.0,0,11.26,95,1.32,0.0,100
10008,0.0,0.0,0,2022-11-20,0.0,0.33,0.0,0,11.79,95,1.19,0.0,100
10009,0.0,0.0,1,2022-11-20,0.0,0.324,0.0,0,11.81,95,1.42,0.0,100
10010,0.0,0.0,2,2022-11-20,0.0,0.332,0.0,0,11.82,95,1.6,0.0,100
10011,0.0,0.0,3,2022-11-20,0.0,0.285,0.0,0,11.82,95,2.06,0.14,100
10012,0.0,0.0,4,2022-11-20,0.0,0.299,0.0,0,11.82,95,2.3,0.18,100
10013,0.0,0.0,5,2022-11-20,0.0,0.3,0.0,0,11.92,96,1.82,0.39,100
10014,0.0,0.0,6,2022-11-20,0.0,0.239,0.0,0,12.37,95,1.06,0.93,100
10015,0.0,0.0,7,2022-11-20,0.0,0.454,0.0,0,12.9,95,1.06,0.32,100
10016,0.0,3.0,8,2022-11-20,1.152,0.0,0.014,0,12.92,96,1.21,0.32,100
10017,2.0,35.0,9,2022-11-20,0.183,0.0,0.083,0,13.46,96,0.87,0.49,100
10018,11.0,85.0,10,2022-11-20,0.139,0.0,0.109,0,14.08,96,1.53,0.49,100
10019,5.0,120.0,11,2022-11-20,0.184,0.0,0.19,1,14.66,96,1.24,0.12,100
10020,0.0,115.0,12,2022-11-20,0.053,0.0,0.212,1,15.7,96,1.6,0.0,100
10021,41.0,165.0,13,2022-11-20,0.09,0.0,0.158,0,15.71,96,2.45,0.0,99
10022,33.0,120.0,14,2022-11-20,0.221,0.0,0.091,0,16.26,95,2.8,0.19,100
10023,16.0,104.0,15,2022-11-20,0.355,0.0,0.037,0,16.26,95,3.37,0.28,100
10024,0.0,32.0,16,2022-11-20,0.485,0.0,0.0,0,16.26,95,3.65,0.89,100
10025,0.0,7.0,17,2022-11-20,0.606,0.0,0.0,0,16.25,95,3.92,0.93,100
10026,0.0,0.0,18,2022-11-20,1.757,0.0,0.0,0,16.25,95,4.15,0.49,100
10027,0.0,0.0,19,2022-11-20,1.363,0.0,0.0,0,16.25,95,4.88,1.75,100
10028,0.0,0.0,20,2022-11-20,0.489,0.0,0.0,0,16.26,95,5.94,2.01,100
10029,0.0,0.0,21,2022-11-20,0.464,0.0,0.0,0,16.27,96,6.65,2.01,100
10030,0.0,0.0,22,2022-11-20,0.0,0.433,0.0,0,16.27,95,7.1,1.95,100
10031,0.0,0.0,23,2022-11-20,0.0,0.407,0.0,0,16.27,96,6.41,1.61,100
10032,0.0,0.0,0,2022-11-21,0.0,0.41,0.0,0,16.27,96,6.24,1.5,100
10033,0.0,0.0,1,2022-11-21,0.0,0.458,0.0,0,16.22,96,6.74,1.42,100
10034,0.0,0.0,2,2022-11-21,0.0,0.417,0.0,0,15.76,96,7.11,0.57,100
10035,0.0,0.0,3,2022-11-21,0.0,0.353,0.0,0,15.16,96,7.28,0.49,100
10036,0.0,0.0,4,2022-11-21,0.0,0.283,0.0,0,15.68,96,6.98,0.76,100
10037,0.0,0.0,5,2022-11-21,0.0,0.222,0.0,0,15.74,96,7.4,1.11,100
10038,0.0,0.0,6,2022-11-21,0.0,0.96,0.0,0,16.26,96,7.32,1.46,100
10039,0.0,0.0,7,2022-11-21,0.0,1.004,0.0,0,15.7,96,7.43,1.12,100
10040,0.0,1.0,8,2022-11-21,0.221,0.0,0.003,0,15.23,96,7.25,1.19,100
10041,0.0,9.0,9,2022-11-21,0.192,0.0,0.054,0,14.16,96,6.96,1.55,100
10042,6.0,60.0,10,2022-11-21,0.107,0.0,0.14,0,14.14,96,7.02,0.95,48
10043,10.0,79.0,11,2022-11-21,0.0,0.0,0.248,3,13.63,96,5.92,0.6,60
10044,93.0,136.0,12,2022-11-21,0.144,0.0,0.168,2,12.7,96,7.0,0.22,90
10045,140.0,124.0,13,2022-11-21,0.057,0.0,0.192,2,12.15,90,7.87,0.18,71
10046,77.0,111.0,14,2022-11-21,0.115,0.0,0.139,0,11.96,93,7.15,0.0,62
10047,147.0,86.0,15,2022-11-21,0.144,0.0,0.099,0,11.95,92,6.22,0.3,50
10048,86.0,67.0,16,2022-11-21,0.208,0.0,0.018,0,11.94,86,5.09,0.27,23
10049,25.0,24.0,17,2022-11-21,0.25,0.0,0.0,0,10.93,86,5.02,0.19,74
10050,0.0,0.0,18,2022-11-21,0.303,0.0,0.0,0,9.82,90,3.5,0.13,87
10051,0.0,0.0,19,2022-11-21,0.798,0.0,0.0,0,9.32,92,3.85,0.21,97
10052,0.0,0.0,20,2022-11-21,0.771,0.0,0.0,0,9.3,90,3.44,0.0,99
10053,0.0,0.0,21,2022-11-21,0.554,0.0,0.0,0,9.3,90,3.13,0.0,99
10054,0.0,0.0,22,2022-11-21,0.0,0.584,0.0,0,9.29,90,2.33,0.0,100
10055,0.0,0.0,23,2022-11-21,0.0,0.402,0.0,0,9.23,91,2.15,0.0,100
10056,0.0,0.0,0,2022-11-22,0.0,0.284,0.0,0,9.26,92,1.96,0.0,100
10057,0.0,0.0,1,2022-11-22,0.0,0.26,0.0,0,9.24,93,2.21,0.0,100
10058,0.0,0.0,2,2022-11-22,0.0,0.26,0.0,0,9.27,93,2.08,0.0,100
10059,0.0,0.0,3,2022-11-22,0.0,0.243,0.0,0,9.32,94,2.4,0.0,100
10060,0.0,0.0,4,2022-11-22,0.0,0.236,0.0,0,9.77,95,3.95,0.15,100
10061,0.0,0.0,5,2022-11-22,0.0,0.321,0.0,0,10.29,95,4.34,0.46,100
10062,0.0,0.0,6,2022-11-22,0.0,0.645,0.0,0,10.81,95,4.92,0.89,100
10063,0.0,0.0,7,2022-11-22,0.0,0.636,0.0,0,10.77,95,4.39,1.3,100
10064,0.0,1.0,8,2022-11-22,0.449,0.0,0.01,0,11.3,96,4.65,1.21,100
10065,0.0,9.0,9,2022-11-22,0.241,0.0,0.039,0,11.31,95,4.98,0.9,100
10066,0.0,23.0,10,2022-11-22,0.197,0.0,0.062,0,11.28,96,5.66,0.99,100
10067,0.0,27.0,11,2022-11-22,0.184,0.0,0.051,0,12.08,96,5.42,2.75,100
10068,0.0,42.0,12,2022-11-22,0.366,0.0,0.003,0,12.93,96,5.24,5.09,100
10069,0.0,11.0,13,2022-11-22,0.438,0.0,0.009,0,14.71,96,6.29,4.79,100
10070,0.0,14.0,14,2022-11-22,0.23,0.0,0.027,0,16.26,95,7.07,2.6,100
10071,0.0,11.0,15,2022-11-22,0.224,0.0,0.012,0,16.76,95,6.44,1.28,100
10072,0.0,12.0,16,2022-11-22,0.237,0.0,0.0,0,16.81,95,8.37,1.26,100
10073,0.0,4.0,17,2022-11-22,0.186,0.0,0.0,0,16.78,95,8.02,1.03,100
10074,0.0,0.0,18,2022-11-22,0.738,0.0,0.0,0,16.78,95,7.38,0.92,100
10075,0.0,0.0,19,2022-11-22,0.414,0.0,0.0,0,16.27,96,6.95,0.74,100
10076,0.0,0.0,20,2022-11-22,0.539,0.0,0.0,0,16.53,95,7.44,0.69,100
10077,0.0,0.0,21,2022-11-22,0.52,0.0,0.0,0,16.78,95,7.27,0.78,98
10078,0.0,0.0,22,2022-11-22,0.0,0.5,0.0,0,16.27,96,6.76,0.76,100
10079,0.0,0.0,23,2022-11-22,0.0,1.007,0.0,0,16.27,96,7.36,1.51,100
10080,0.0,0.0,0,2022-11-23,0.0,0.505,0.0,0,16.27,96,7.96,3.49,100
10081,0.0,0.0,1,2022-11-23,0.0,0.425,0.0,0,16.27,96,8.11,4.58,100
10082,0.0,0.0,2,2022-11-23,0.0,0.286,0.0,0,16.79,96,9.1,3.85,100
10083,0.0,0.0,3,2022-11-23,0.0,0.26,0.0,0,16.78,96,8.86,3.38,100
10084,0.0,0.0,4,2022-11-23,0.0,0.259,0.0,0,16.78,96,7.38,2.75,100
10085,0.0,0.0,5,2022-11-23,0.0,0.237,0.0,0,15.19,96,6.26,2.09,100
10086,0.0,0.0,6,2022-11-23,0.0,0.357,0.0,0,15.18,96,5.39,1.28,100
10087,0.0,0.0,7,2022-11-23,0.0,1.363,0.0,0,14.06,96,4.01,0.15,100
10088,0.0,3.0,8,2022-11-23,0.856,0.0,0.064,0,14.07,96,3.37,0.11,99
10089,4.0,51.0,9,2022-11-23,0.167,0.0,0.272,2,14.07,96,2.82,0.0,91
10090,84.0,112.0,10,2022-11-23,0.99,0.0,0.374,0,14.62,96,2.25,0.0,77
10091,87.0,156.0,11,2022-11-23,0.0,0.0,0.242,2,14.71,96,2.92,0.0,81
10092,265.0,130.0,12,2022-11-23,0.006,0.0,0.236,2,14.49,96,3.39,0.0,92
10093,88.0,201.0,13,2022-11-23,0.0,0.0,0.256,2,15.76,87,3.62,0.0,94
10094,103.0,183.0,14,2022-11-23,0.0,0.0,0.256,2,15.81,81,3.53,0.0,98
10095,32.0,143.0,15,2022-11-23,0.115,0.0,0.144,1,15.76,79,3.35,0.0,98
10096,24.0,92.0,16,2022-11-23,0.216,0.0,0.032,0,15.17,84,2.91,0.0,99
10097,4.0,32.0,17,2022-11-23,0.242,0.0,0.0,0,14.61,85,1.66,0.0,98
10098,0.0,0.0,18,2022-11-23,0.406,0.0,0.0,0,13.58,85,2.27,0.0,84
10099,0.0,0.0,19,2022-11-23,0.293,0.0,0.0,0,14.07,89,2.15,0.0,93
10100,0.0,0.0,20,2022-11-23,0.343,0.0,0.0,0,12.97,91,2.05,0.0,100
10101,0.0,0.0,21,2022-11-23,0.622,0.0,0.0,0,12.43,91,1.87,0.0,100
10102,0.0,0.0,22,2022-11-23,0.0,0.525,0.0,0,12.92,85,2.06,0.0,50
10103,0.0,0.0,23,2022-11-23,0.0,0.459,0.0,0,13.14,86,2.33,0.0,97
10104,0.0,0.0,0,2022-11-24,0.0,0.256,0.0,0,12.95,89,2.57,0.0,100
10105,0.0,0.0,1,2022-11-24,0.0,0.264,0.0,0,12.95,90,2.74,0.16,100
10106,0.0,0.0,2,2022-11-24,0.0,0.261,0.0,0,13.26,89,2.92,0.91,100
10107,0.0,0.0,3,2022-11-24,0.0,0.261,0.0,0,13.0,92,3.3,2.17,100
10108,0.0,0.0,4,2022-11-24,0.0,0.26,0.0,0,13.57,92,3.65,3.12,100
10109,0.0,0.0,5,2022-11-24,0.0,0.249,0.0,0,14.03,92,3.68,6.47,100
10110,0.0,0.0,6,2022-11-24,0.0,0.245,0.0,0,14.07,94,3.09,6.12,100
10111,0.0,0.0,7,2022-11-24,0.0,0.731,0.0,0,14.06,95,1.98,3.44,100
10112,0.0,0.0,8,2022-11-24,1.346,0.0,0.0,0,14.59,95,1.13,4.99,100
10113,0.0,4.0,9,2022-11-24,0.626,0.0,0.013,0,14.58,95,2.19,5.42,100
10114,0.0,23.0,10,2022-11-24,0.251,0.0,0.046,0,14.08,95,2.67,4.49,100
10115,0.0,29.0,11,2022-11-24,0.202,0.0,0.09,0,14.1,95,2.44,2.34,100
10116,0.0,48.0,12,2022-11-24,0.238,0.0,0.042,0,14.1,95,2.7,1.0,100
10117,0.0,40.0,13,2022-11-24,0.169,0.0,0.111,0,14.1,95,2.7,0.44,100
10118,0.0,24.0,14,2022-11-24,0.208,0.0,0.124,0,14.4,95,2.56,0.26,100
10119,0.0,84.0,15,2022-11-24,0.134,0.0,0.151,0,15.18,96,2.67,0.49,98
10120,0.0,70.0,16,2022-11-24,0.256,0.0,0.037,0,15.17,96,2.98,0.31,99
10121,9.0,26.0,17,2022-11-24,0.421,0.0,0.0,0,14.17,95,1.92,0.41,98
10122,0.0,0.0,18,2022-11-24,1.041,0.0,0.0,0,13.79,95,1.22,0.1,88
10123,0.0,0.0,19,2022-11-24,1.549,0.0,0.0,0,13.5,96,1.57,0.14,79
10124,0.0,0.0,20,2022-11-24,0.464,0.0,0.0,0,14.02,96,1.75,0.43,94
10125,0.0,0.0,21,2022-11-24,0.481,0.0,0.0,0,12.96,96,1.84,0.21,73
10126,0.0,0.0,22,2022-11-24,0.0,0.401,0.0,0,12.43,95,1.44,0.0,64
10127,0.0,0.0,23,2022-11-24,0.0,0.26,0.0,0,11.91,96,1.29,0.0,33
10128,0.0,0.0,0,2022-11-25,0.0,0.259,0.0,0,11.87,96,1.5,0.0,29
10129,0.0,0.0,1,2022-11-25,0.0,0.26,0.0,0,11.82,96,1.53,0.0,24
10130,0.0,0.0,2,2022-11-25,0.0,0.256,0.0,0,11.93,96,1.59,0.0,22
10131,0.0,0.0,3,2022-11-25,0.0,0.243,0.0,0,11.22,96,0.94,0.0,32
10132,0.0,0.0,4,2022-11-25,0.0,0.244,0.0,0,10.64,96,0.98,0.0,34
